src,trg,theta
携月桂一缕香,愿你乐享快乐芬芳,1
愿你乐享快乐芬芳,採月华一片霜,1
採月华一片霜,愿你荣获好运之光,1
愿你荣获好运之光,借月饼一粒糖,1
借月饼一粒糖,愿你将甜蜜品尝,1
愿你将甜蜜品尝,中秋到了,1
中秋到了,祈月送福,1
祈月送福,真心朋友情谊长,1
真心朋友情谊长,衷心祝你及你的家人花好月圆人安康,1
滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚滚烫的一颗真心送给你,祝中秋快乐,1
月升代表着我的牵挂,月落代表着我的关怀,1
月落代表着我的关怀,月盈代表着我的惦记,1
月盈代表着我的惦记,月亏代表着我的思念,1
月亏代表着我的思念,月芽代表着我的真诚,1
月芽代表着我的真诚,月弯代表着我的微笑,1
月弯代表着我的微笑,月圆代表着我的祝福：中秋快乐,1
明月照天边,思念藏心头,1
思念藏心头,这个中秋月圆夜,1
这个中秋月圆夜,远方的你可好,1
远方的你可好,愿圆圆的月儿捎去我的浓浓牵挂和深深思念,1
愿圆圆的月儿捎去我的浓浓牵挂和深深思念,祝愿中秋快乐,1
祝愿中秋快乐,朋友,1
朋友,愿你永远都快乐,1
一年明月中秋美,月光如水梦如烟,1
月光如水梦如烟,二十四桥明月夜,1
二十四桥明月夜,花好月圆喜相连,1
花好月圆喜相连,中秋到了,1
中秋到了,祝你“月”来越幸福,1
祝你“月”来越幸福,“月”来越健康,1
“月”来越健康,“月”来越快乐,1
月到中秋分外明,问候祝福传九州,1
问候祝福传九州,花好月圆人喜庆,1
花好月圆人喜庆,温馨康泰暖万家,1
温馨康泰暖万家,一条短信虽平淡,1
一条短信虽平淡,化作月饼寄遥思,1
化作月饼寄遥思,父母亲朋皆幸福,1
父母亲朋皆幸福,读着短信守甜蜜,1
【别错过：9月19日19时13分,月亮最圆,1
月亮最圆,】中秋节到了,1
】中秋节到了,今年终于能赏名副其实的“十五的月亮”,1
今年终于能赏名副其实的“十五的月亮”,今年月亮最圆时刻是农历八月十五晚上19时13分,1
今年月亮最圆时刻是农历八月十五晚上19时13分,而下次月亮“十五圆”就要等到2021年了,1
而下次月亮“十五圆”就要等到2021年了,“月到中秋分外明”,1
“月到中秋分外明”,大家快记下这个时间,1
大家快记下这个时间,别错过,1
别错过,扩散,1
我知道中秋那天你会被铺天盖地的短信包围,聪明的我今天就让祝福越过高山流水跨过高楼大厦穿过大街小巷,1
聪明的我今天就让祝福越过高山流水跨过高楼大厦穿过大街小巷,从一堆信息中间钻进你的手机：愿快乐走向你,1
从一堆信息中间钻进你的手机：愿快乐走向你,好运靠近你,1
好运靠近你,幸福陪着你,1
幸福陪着你,事业伴着你,1
事业伴着你,爱情追逐你,1
爱情追逐你,成功等着你,1
成功等着你,钞票寻找你,1
钞票寻找你,预祝中秋快乐,1
月儿圆,家人圆,1
家人圆,合家幸福庆团圆,1
合家幸福庆团圆,梦儿圆,1
梦儿圆,事业圆,1
事业圆,钞票滚滚钱包圆,1
钞票滚滚钱包圆,饼儿圆,1
饼儿圆,馅儿甜,1
馅儿甜,甜甜蜜蜜爱情圆,1
甜甜蜜蜜爱情圆,人脉缘,1
人脉缘,友情缘,1
友情缘,道路平安前途圆,1
道路平安前途圆,问候圆,1
问候圆,祝福圆,1
祝福圆,短信送来好运圆,1
短信送来好运圆,祝中秋快乐,1
祝中秋快乐,合家幸福,1
中秋佳节将来到,圆滚滚的祝福提“钱”报到：愿你快快乐乐喜团圆,1
圆滚滚的祝福提“钱”报到：愿你快快乐乐喜团圆,好运美梦事事圆,1
好运美梦事事圆,钞票滚滚“圆圆”不断,1
钞票滚滚“圆圆”不断,福“圆”长长连绵不绝,1
福“圆”长长连绵不绝,花好月圆人平安,1
花好月圆人平安,合家团团圆圆,1
合家团团圆圆,凡事圆圆顺顺,1
凡事圆圆顺顺,幸福圆圆满满,1
幸福圆圆满满,快乐长长久久,1
中秋佳节快到来了,你也该出现了,1
你也该出现了,否则月儿也不圆了,1
否则月儿也不圆了,月饼吃了也不甜了,1
月饼吃了也不甜了,请别再忙挣大钱了,1
请别再忙挣大钱了,该是回家露个面了,1
该是回家露个面了,你我也能聚聚会了,1
你我也能聚聚会了,祝快乐中秋,1
中秋节到了,问候结成统一战线,1
问候结成统一战线,向你发射,1
向你发射,一条思念的线,1
一条思念的线,一头拴着我,1
一头拴着我,一头拴着你,1
一头拴着你,一条幸福的线,1
一条幸福的线,愿你人生道路越走越直,1
愿你人生道路越走越直,一条曲折的线,1
一条曲折的线,愿你多多享受人生风景,1
愿你多多享受人生风景,一条封闭的线,1
一条封闭的线,愿你幸福大回环,1
愿你幸福大回环,事事都圆满,1
事事都圆满,一条灵动的波浪线,1
一条灵动的波浪线,祝你中秋美好,1
祝你中秋美好,快乐荡漾,1
不管天有多高,地有多厚,1
地有多厚,海有多深,1
海有多深,石有多坚,1
石有多坚,钢有多硬,1
钢有多硬,泥有多软,1
泥有多软,风有多急,1
风有多急,雨有多大,1
雨有多大,冰有多冷,1
冰有多冷,火有多热,1
火有多热,山有多高,1
山有多高,河有多阔,1
河有多阔,桥有多宽,1
桥有多宽,路有多长,1
路有多长,距离有多远我都要第一个给你送上中秋祝福,1
距离有多远我都要第一个给你送上中秋祝福,祝中秋快乐,1
祝中秋快乐,阖家平安幸福,1
相传月宫里,嫦娥拥有一种神奇的月饼,1
嫦娥拥有一种神奇的月饼,吃了它可以让你,1
吃了它可以让你,事业顺心,1
事业顺心,万事如意,1
万事如意,时时开心,1
时时开心,生意舒心,1
生意舒心,正好今天是中秋节日,1
正好今天是中秋节日,嫦娥仙子送了我一块,1
嫦娥仙子送了我一块,附在这条短信里,1
附在这条短信里,只要阅读,1
只要阅读,自动开启神力,1
自动开启神力,祝你中秋快乐,1
别拿月饼不当干粮,咬一口富贵吉祥,1
咬一口富贵吉祥,别拿月亮不当美景,1
别拿月亮不当美景,赏一眼金玉满堂,1
赏一眼金玉满堂,别拿祝福不当友谊,1
别拿祝福不当友谊,读一读情谊绵长,1
读一读情谊绵长,中秋佳节到,1
中秋佳节到,祝您合家团圆,1
祝您合家团圆,幸福万年长,1
初秋晚秋,不如这个中秋好,1
不如这个中秋好,新月弯月,1
新月弯月,不如这个满月美,1
不如这个满月美,酒香肉香,1
酒香肉香,不如颗颗月饼香,1
不如颗颗月饼香,柔情热情,1
柔情热情,不如今天团圆情,1
不如今天团圆情,花长草长,1
花长草长,不如亲人平安长,1
不如亲人平安长,湖深海深,1
湖深海深,不如我的祝福深,1
不如我的祝福深,值此中秋来临之际,1
值此中秋来临之际,祝福你家庭和美,1
祝福你家庭和美,事业丰收,1
事业丰收,心情舒畅,1
心情舒畅,健康常在,1
健康常在,人生圆满,1
星星的寂寞月知道,晚霞的羞涩云知道,1
晚霞的羞涩云知道,花儿的芬芳蝶知道,1
花儿的芬芳蝶知道,青草的温柔风知道,1
青草的温柔风知道,梦里的缠绵心知道,1
梦里的缠绵心知道,心里的酸楚泪知道,1
心里的酸楚泪知道,我的思念您知道,1
我的思念您知道,我的祝福请记牢：祝中秋节快乐,1
天上月圆,人间团圆,1
人间团圆,家庭情圆,1
家庭情圆,心中事圆,1
心中事圆,左右逢圆,1
左右逢圆,愿你在每天,1
愿你在每天,人缘,1
人缘,情缘,1
情缘,福缘,1
福缘,财缘,1
财缘,缘缘不断,1
缘缘不断,事事如愿,1
事事如愿,祝你天天快乐,1
祝你天天快乐,时时好心情,1
中秋佳节,为响应党的号召,1
为响应党的号召,凡是家里有月饼的,1
凡是家里有月饼的,一律上缴国库,1
一律上缴国库,路途遥远的,1
路途遥远的,我家可代理收纳,1
我家可代理收纳,中秋佳节,1
中秋佳节,为联络朋友感情,1
为联络朋友感情,凡是有祝福短信的,1
凡是有祝福短信的,一律发给朋友,1
一律发给朋友,短信过多的,1
短信过多的,可以的全部发给我,1
可以的全部发给我,若不执行,1
若不执行,中秋不准看月亮,1
中秋不准看月亮,中秋节快乐,1
中秋节快乐,喜气洋洋,1
月亮圆,月饼圆,1
月饼圆,团团圆圆人团圆,1
团团圆圆人团圆,家人圆,1
家人圆,幸福圆,1
幸福圆,快快乐乐合家圆,1
快快乐乐合家圆,爱情圆,1
爱情圆,事业圆,1
事业圆,顺顺利利好梦圆,1
顺顺利利好梦圆,今日圆,1
今日圆,明日圆,1
明日圆,岁岁年年总团圆,1
岁岁年年总团圆,中秋到,1
中秋到,恭祝节日快乐,1
恭祝节日快乐,合家幸福,1
合家幸福,事事圆圆满满,1
偶尔的繁忙,不代表遗忘,1
不代表遗忘,秋天的到来,1
秋天的到来,愿您心情舒畅,1
愿您心情舒畅,曾落下的问候,1
曾落下的问候,这次一起补偿,1
这次一起补偿,所有的关心,1
所有的关心,凝聚成短信一条：祝福我亲爱的朋友,1
凝聚成短信一条：祝福我亲爱的朋友,中秋快乐、身体健康,1
中秋节到了,送你一条用“心”短信,1
送你一条用“心”短信,它将把我的心情心意心思心绪心声心怀心神心灵心肝心语心动心跳心愿一并的通通送去给你,1
它将把我的心情心意心思心绪心声心怀心神心灵心肝心语心动心跳心愿一并的通通送去给你,愿我的好友你永远都能顺心开心爽心留心安心遂心舒心称心欢心,1
月圆圆月团圆夜,团圆夜里望月圆,1
团圆夜里望月圆,月圆夜圆月圆圆,1
月圆夜圆月圆圆,夜圆月圆夜团圆,1
夜圆月圆夜团圆,中秋来临送祝愿,1
中秋来临送祝愿,愿你福气满家园,1
愿你福气满家园,事圆人团圆,1
事圆人团圆,梦圆圆梦梦儿圆,1
梦圆圆梦梦儿圆,中秋快乐,1
人间有多少月饼,对你就有几多深情,1
对你就有几多深情,树上有几朵桂花,1
树上有几朵桂花,对你就有几多牵挂,1
对你就有几多牵挂,耳畔就几缕清风,1
耳畔就几缕清风,对你就有几多情真,1
对你就有几多情真,中秋佳节来临,1
中秋佳节来临,唯有献上我满月般的祝福,1
唯有献上我满月般的祝福,愿你幸福360度,1
愿你幸福360度,健康360度,1
健康360度,快乐360度,1
月圆之夜,一只黑猩猩不小心踩到了长臂猿的便便,1
一只黑猩猩不小心踩到了长臂猿的便便,长臂猿温柔细心地帮他擦干净后,1
长臂猿温柔细心地帮他擦干净后,他们相爱了,1
他们相爱了,结婚那天,1
结婚那天,别人问他们是怎么走到一起的,1
别人问他们是怎么走到一起的,黑猩猩感慨说：“猿粪,1
黑猩猩感慨说：“猿粪,都是猿粪呐”长臂猿羞涩：“死鬼,1
都是猿粪呐”长臂猿羞涩：“死鬼,今年中秋你不也许了这个‘猩愿’嘛,1
今年中秋你不也许了这个‘猩愿’嘛,”祝你中秋快乐,1
”祝你中秋快乐,心想事成心愿圆,1
人生如逆旅,一程接一程,1
一程接一程,山一程,1
山一程,水一程,1
水一程,风一程,1
风一程,雨一程,1
雨一程,悲一程,1
悲一程,喜一程,1
喜一程,穷一程,1
穷一程,富一程,1
富一程,聚一程,1
聚一程,别一程,1
别一程,幼稚一程,1
幼稚一程,成熟一程,1
成熟一程,失败一程,1
失败一程,成功一程,1
成功一程,平淡一程,1
平淡一程,辉煌一程,1
辉煌一程,中秋到,1
中秋到,花好月圆又一程,1
花好月圆又一程,愿皎洁明月照亮你每一程,1
愿皎洁明月照亮你每一程,愿甜蜜幸福陪你每一程,1
不求最好,只求最真,1
只求最真,不求最深,1
不求最深,只求最浓,1
只求最浓,不求最早,1
不求最早,只求最实,1
只求最实,中秋节到了,1
中秋节到了,送你最浓、最真、最实的祝福短信,1
送你最浓、最真、最实的祝福短信,祝你有钱花有房住,1
祝你有钱花有房住,四面八方真情环绕,1
四面八方真情环绕,十心十意爱心怀抱,1
十心十意爱心怀抱,五湖四海财气全到,1
五湖四海财气全到,祝你中秋遇好事、行大运、发大财、得如意,1
温馨团圆夜,皎洁月当空,1
皎洁月当空,桂香飘万里,1
桂香飘万里,中秋情意浓,1
中秋情意浓,短信载柔情,1
短信载柔情,祝福遥相送,1
祝福遥相送,但愿人长久,1
但愿人长久,千里心相逢,1
千里心相逢,值此中秋佳节,1
值此中秋佳节,愿你和你的家人：时时刻刻健健康康,1
愿你和你的家人：时时刻刻健健康康,分分秒秒开开心心,1
分分秒秒开开心心,日日夜夜潇潇洒洒,1
日日夜夜潇潇洒洒,年年岁岁平平安安,1
年年岁岁平平安安,朝朝暮暮顺顺利利,1
朝朝暮暮顺顺利利,永永远远快快乐乐,1
永永远远快快乐乐,中秋快乐,1
为什么月亮这么圆,因为我对你的思念不会减,1
因为我对你的思念不会减,为什么月饼这么甜,1
为什么月饼这么甜,因为我对你的祝福不间断,1
因为我对你的祝福不间断,中秋节,1
中秋节,祝你节日快乐,1
祝你节日快乐,好运连连,1
中秋节到,我们要紧密联系在一起,1
我们要紧密联系在一起,以短信为中心,1
以短信为中心,高举“有空就要联系、没空就腾出空来联系”的伟大旗帜,1
高举“有空就要联系、没空就腾出空来联系”的伟大旗帜,牢记“务必不怕手酸、务必不省话费”精神,1
牢记“务必不怕手酸、务必不省话费”精神,杜绝“不发信、不回复、不转发”之风,1
杜绝“不发信、不回复、不转发”之风,做到语言要有新思路、主题要有新尺度、祝福要有新提高的基本要求：祝你中秋快乐,1
五仁站在悬崖边,背后是拿着“五仁滚出月饼界”横幅的人们,1
背后是拿着“五仁滚出月饼界”横幅的人们,他回头看了看被人们捧在手心的白富美冰皮,1
他回头看了看被人们捧在手心的白富美冰皮,土豪莲蓉蛋黄,1
土豪莲蓉蛋黄,女汉子豆沙,1
女汉子豆沙,软妹子椰蓉,1
软妹子椰蓉,高富帅火腿,1
高富帅火腿,以及含在嘴里怕化了捧在手里怕摔了的女神冰激凌,1
以及含在嘴里怕化了捧在手里怕摔了的女神冰激凌,心想：你我同为月饼,1
心想：你我同为月饼,命运却千差万别,1
命运却千差万别,真是造化弄饼,1
一生相识,来自天意,1
来自天意,一段友情,1
一段友情,来自诚意,1
来自诚意,一句问侯,1
一句问侯,来自惦记,1
来自惦记,一句祝福,1
一句祝福,来自心底,1
来自心底,忙碌之余,1
忙碌之余,别忘疼爱自己,1
别忘疼爱自己,在月饼的香气还没飘来,1
在月饼的香气还没飘来,信息公路还没塞车之际,1
信息公路还没塞车之际,让提前而至的短信替我表达情意,1
让提前而至的短信替我表达情意,祝您及家人中秋快乐,1
爱1年恨1年缘分啊,你1条我1条谢谢嗷,1
你1条我1条谢谢嗷,过1天美1年哲学啊,1
过1天美1年哲学啊,走两步是两步开心嗷,1
走两步是两步开心嗷,苍天啊大地啊,1
苍天啊大地啊,替我提前祝福看短信的这个人吧,1
替我提前祝福看短信的这个人吧,预祝中秋快乐,1
中秋节,月儿圆,1
月儿圆,许个心愿圆又圆：日圆,1
许个心愿圆又圆：日圆,月圆,1
月圆,团团圆圆,1
团团圆圆,官源,1
官源,财源,1
财源,左右逢源,1
左右逢源,人缘,1
人缘,福源,1
福源,源源不断,1
源源不断,情愿,1
情愿,心愿,1
心愿,愿愿随心愿,1
愿愿随心愿,真诚地祝愿你,1
真诚地祝愿你,圆愿遂愿,1
圆愿遂愿,提前祝你中秋快乐,1
中秋节就要到了,在此,1
在此,提前向一路陪我苦过、累过、唱过、闹过、哭过、笑过、疯过、玩过、一路走过、从未错过、以后还要一直这样过的朋友们送上真诚的祝愿：愿中秋愉快,1
提前向一路陪我苦过、累过、唱过、闹过、哭过、笑过、疯过、玩过、一路走过、从未错过、以后还要一直这样过的朋友们送上真诚的祝愿：愿中秋愉快,合家欢乐,1
合家欢乐,事业有成,1
事业有成,天天发大财,1
友情呀,就像五仁月饼,1
就像五仁月饼,相聚的饼皮很薄,1
相聚的饼皮很薄,惦念的馅儿很多,1
惦念的馅儿很多,爱情呀,1
爱情呀,就像莲蓉月饼,1
就像莲蓉月饼,你中有我,1
你中有我,我中有你,1
我中有你,亲情呀,1
亲情呀,就像双黄月饼,1
就像双黄月饼,爸爸在左边,1
爸爸在左边,妈妈在右边,1
妈妈在右边,一口月饼,1
一口月饼,多种思念,1
多种思念,一种思念,1
一种思念,多种寄愿,1
多种寄愿,中秋佳节将至,1
中秋佳节将至,预祝朋友合家团圆、幸福美满,1
月亮越来越圆了,中秋越来越近了,1
中秋越来越近了,假期越来越盼了,1
假期越来越盼了,工作越干越慢了,1
工作越干越慢了,中秋节前上班,1
中秋节前上班,苦熬如同加班,1
苦熬如同加班,让我们冲破黎明前的黑暗,1
让我们冲破黎明前的黑暗,马上就功德圆满,1
马上就功德圆满,注意：本短信由嫦娥编辑,1
注意：本短信由嫦娥编辑,带有仙气,1
带有仙气,玉兔发送,1
玉兔发送,携有灵气,1
携有灵气,你收到了,1
你收到了,真有运气,1
真有运气,预祝中秋快乐,1
满月飞明镜,团圆家家情,1
团圆家家情,又到一年中秋临,1
又到一年中秋临,人间添吉庆,1
人间添吉庆,金菊怒发桂花香,1
金菊怒发桂花香,佳节满温馨,1
佳节满温馨,喜迎中秋送祝愿,1
喜迎中秋送祝愿,短信寄我心,1
短信寄我心,合家幸福乐无尽,1
合家幸福乐无尽,永远有好运,1
摘月桂一缕香,愿你尽享快乐芬芳,1
愿你尽享快乐芬芳,裁月华一片霜,1
裁月华一片霜,愿你笼罩好运之光,1
愿你笼罩好运之光,借月饼一块糖,1
借月饼一块糖,愿你把甜蜜品尝,1
愿你把甜蜜品尝,圈月宫一面墙,1
圈月宫一面墙,为你建造幸福天堂,1
为你建造幸福天堂,中秋节就要到了,1
中秋节就要到了,祈月送福思念翔,1
祈月送福思念翔,真心朋友情意长,1
真心朋友情意长,衷心祝你花好月圆人安康,1
衷心祝你花好月圆人安康,春华秋实家吉祥,1
中秋将到,月饼备好,1
月饼备好,短信祝福,1
短信祝福,提前送到,1
提前送到,天气变化快,1
天气变化快,凉风悄袭来,1
凉风悄袭来,晚上毯子要盖,1
晚上毯子要盖,别把脚丫冻坏,1
别把脚丫冻坏,没事啃啃骨头,1
没事啃啃骨头,健齿又补钙,1
健齿又补钙,预祝你中秋愉快,1
朋友不论新旧,你排第一,1
你排第一,感情不论深浅,1
感情不论深浅,真心第一,1
真心第一,交往不论疏密,1
交往不论疏密,联系第一,1
联系第一,假期不论多少,1
假期不论多少,开心第一,1
开心第一,月饼不论咸甜,1
月饼不论咸甜,健康第一,1
健康第一,中秋祝福不论早晚,1
中秋祝福不论早晚,能实现第一,1
能实现第一,预祝你中秋快乐,1
预祝你中秋快乐,永远快乐,1
永远快乐,一定要兑现哦,1
中秋将至,凡在本人心中有一定地位的,1
凡在本人心中有一定地位的,干工作不劳累的,1
干工作不劳累的,点钞票不瞌睡的,1
点钞票不瞌睡的,天天欢笑不皱眉的,1
天天欢笑不皱眉的,本人都将提前送上价值人民币一毛钱的短信以表祝贺：中秋快乐,1
中秋节快要到了,有个传说十分灵验,1
有个传说十分灵验,瞧瞧天上的月亮,1
瞧瞧天上的月亮,生活幸福圆满,1
生活幸福圆满,吃吃盘中的月饼,1
吃吃盘中的月饼,从此笑容甜甜,1
从此笑容甜甜,发发祝福的信息,1
发发祝福的信息,收获温馨无限,1
收获温馨无限,想想亲爱的朋友,1
想想亲爱的朋友,问候立马出现,1
问候立马出现,若想一切实现,1
若想一切实现,请你马上行动,1
请你马上行动,快试试吧,1
快试试吧,祝中秋好运相伴,1
祝中秋好运相伴,笑容灿烂,1
中秋将到,我没吃饭,1
我没吃饭,没睡觉,1
没睡觉,就为了让祝福第一个找你报道：短信发得有点早,1
就为了让祝福第一个找你报道：短信发得有点早,只因跟你特要好,1
只因跟你特要好,当天短信太多了,1
当天短信太多了,怕你一时顾不着,1
怕你一时顾不着,提前祝福才最好,1
提前祝福才最好,排在第一地位高,1
排在第一地位高,提前祝你中秋快乐,1
提前祝你中秋快乐,花好月圆,1
花好月圆,阖家幸福,1
联系你真困难,大门不出二门不迈的宅着,1
大门不出二门不迈的宅着,没学会上网先学会了隐身,1
没学会上网先学会了隐身,打你电话还是呼叫转移,1
打你电话还是呼叫转移,只能发你短信告诉,1
只能发你短信告诉,中秋快到了,1
中秋快到了,多吃月饼,1
闪开,闪开,1
闪开,我的短信来也,1
我的短信来也,凡在本人心目中有一定地位者,1
凡在本人心目中有一定地位者,在中秋即将来临之际,1
在中秋即将来临之际,均送上价值一毛钱短信一条,1
均送上价值一毛钱短信一条,外带祝福几句,1
外带祝福几句,关心几缕,1
关心几缕,问候几斤,1
问候几斤,收到并阅读本短信的人都将快乐一生,1
收到并阅读本短信的人都将快乐一生,储存的人将幸福一世,1
储存的人将幸福一世,转发者将快乐幸福生生世世,1
转发者将快乐幸福生生世世,祝各位中秋快乐,1
祝各位中秋快乐,事事顺心,1
事事顺心,阖家团圆,1
中秋节就要到了,趁着时间尚早,1
趁着时间尚早,夜色还未降临,1
夜色还未降临,月亮还不很圆,1
月亮还不很圆,月饼还未端出,1
月饼还未端出,短信尚未拥堵,1
短信尚未拥堵,我以姚明的高度,1
我以姚明的高度,博尔特的速度,1
博尔特的速度,杜丽的精准度,1
杜丽的精准度,郑重向你祝福：愿你中秋节快乐,1
郑重向你祝福：愿你中秋节快乐,永远平安幸福,1
中秋佳节将来到,圆滚滚的祝福提钱报到：愿你快快乐乐喜团圆,1
圆滚滚的祝福提钱报到：愿你快快乐乐喜团圆,好运美梦事事圆,1
好运美梦事事圆,钞票滚滚圆圆不断,1
钞票滚滚圆圆不断,福圆长长连绵不绝,1
福圆长长连绵不绝,花好月圆人平安,1
花好月圆人平安,合家团团圆圆,1
合家团团圆圆,凡事圆圆顺顺,1
凡事圆圆顺顺,幸福圆圆满满,1
幸福圆圆满满,快乐长长久久,1
中秋到,我以真诚为半径,1
我以真诚为半径,用尊重为圆心,1
用尊重为圆心,送您一个中秋圆圆的祝福,1
送您一个中秋圆圆的祝福,祝愿：爱您的人更爱您,1
祝愿：爱您的人更爱您,您爱的人更懂您,1
您爱的人更懂您,好事圆圆,1
好事圆圆,好梦连连,1
好梦连连,中秋快乐,1
中秋快乐,愿你月圆人更圆,1
中秋快到了,祝福划一个圈,1
祝福划一个圈,圈住你的快乐,1
圈住你的快乐,把烦恼挡在外面,1
把烦恼挡在外面,月饼是一个圈,1
月饼是一个圈,我要看着你,1
我要看着你,一口口地把幸福吃掉,1
一口口地把幸福吃掉,回味生活的香甜,1
回味生活的香甜,月亮是一个圈,1
月亮是一个圈,圈住你和你爱的人,1
圈住你和你爱的人,坐在月亮上数星星,1
坐在月亮上数星星,一辈子都浪漫,1
一辈子都浪漫,预祝中秋快乐,1
心到,想到,1
想到,得到,1
得到,看到,1
看到,闻到,1
闻到,吃到,1
吃到,福到,1
福到,运到,1
运到,财到,1
财到,中秋节还没到,1
中秋节还没到,但愿我的祝福第一个到,1
但愿我的祝福第一个到,提前祝你中秋节快乐,1
提前祝你中秋节快乐,天天好心情,1
中秋临近了,我准备了一件特别的礼物,1
我准备了一件特别的礼物,在中秋那天送给特别的你,1
在中秋那天送给特别的你,礼物是什么呢,1
礼物是什么呢,抬头看天空,1
抬头看天空,就会看到那轮写满我的关怀和牵挂的月亮哦,1
就会看到那轮写满我的关怀和牵挂的月亮哦,如果你正与家人团聚,1
如果你正与家人团聚,那我祝你阖家幸福美满,1
那我祝你阖家幸福美满,如果你感到孤单,1
如果你感到孤单,请记住：至少还有我在念着你,1
请记住：至少还有我在念着你,朋友,1
朋友,中秋一定要过的快乐,1
中秋快到了,有人短信搞笑,1
有人短信搞笑,有人短信整蛊,1
有人短信整蛊,有人短信传情,1
有人短信传情,有人短信祝福,1
有人短信祝福,我没有那么多花样,1
我没有那么多花样,只有送上一句轻松的问候：预祝中秋快乐,1
想我吗,还记得我吗,1
还记得我吗,好久没有见面了,1
好久没有见面了,你心里是不是已经有了别人,1
你心里是不是已经有了别人,如果是,1
如果是,我会很伤心的,1
我会很伤心的,不管你同不同意,1
不管你同不同意,我都决定明天带着快乐、好运和成功来看你,1
我都决定明天带着快乐、好运和成功来看你,你一定要热烈迎接我,1
你一定要热烈迎接我,记住了,1
记住了,我叫钟秋洁,1
我叫钟秋洁,提前祝你中秋节快乐,1
中秋节至,为你送上一轮多功能圆月,1
为你送上一轮多功能圆月,助你把烦恼穿“月”,1
助你把烦恼穿“月”,让心情喜“月”,1
让心情喜“月”,和幸福一起吟风弄“月”,1
和幸福一起吟风弄“月”,祝君阖家安康,1
佳节送福,非你莫属,1
非你莫属,爱情甜蜜,1
爱情甜蜜,家庭和睦,1
家庭和睦,事业折桂,1
事业折桂,升迁如兔,1
升迁如兔,老朋友,1
老朋友,新祝福,1
新祝福,祝你中秋佳节喜在心头住,1
花好月圆日,中秋喜相逢,1
中秋喜相逢,明月寓团圆,1
明月寓团圆,祝福寄友朋：愿生活如圆月,1
祝福寄友朋：愿生活如圆月,梦想皆达成,1
梦想皆达成,幸福明月光,1
幸福明月光,伴你天下行,1
伴你天下行,中秋快乐,1
中秋祝福各不同,幸福快意藏其中,1
幸福快意藏其中,不与他人去争锋,1
不与他人去争锋,我的问候悄悄送：团圆温馨谱美梦,1
我的问候悄悄送：团圆温馨谱美梦,举杯同庆亲情浓,1
举杯同庆亲情浓,祝愿中秋好心情,1
你好,我是财急送的送货员,1
我是财急送的送货员,钟秋洁给你寄了包裹,1
钟秋洁给你寄了包裹,请验收：一辈子的平安与幸福,1
请验收：一辈子的平安与幸福,甜蜜的爱情与好心情,1
甜蜜的爱情与好心情,永远垂青你的好运气,1
倾国倾城钟秋洁,带着快乐把你追,1
带着快乐把你追,有情有义钟秋月,1
有情有义钟秋月,揣着好运把你陪,1
揣着好运把你陪,可亲可爱钟秋桂,1
可亲可爱钟秋桂,牵着成功共你醉,1
牵着成功共你醉,中秋到愿你乐逍遥,1
中秋节来了,月儿圆了,1
月儿圆了,听说嫦娥也去找你了,1
听说嫦娥也去找你了,你的好事到了,1
你的好事到了,愿望就要实现了,1
愿望就要实现了,二师兄,1
二师兄,开门接嫦娥啦,1
开门接嫦娥啦,哈,1
哈,中秋节快乐无限,1
月圆是诗,月缺是画,1
月缺是画,十五明月空中挂,1
十五明月空中挂,问候是茶,1
问候是茶,祝福是酒,1
祝福是酒,茶浓酒香添盈袖,1
茶浓酒香添盈袖,中秋了,1
中秋了,祝您中秋愉快,1
祝您中秋愉快,合家欢乐,1
中秋八月中,美景伴人行,1
美景伴人行,愿皎月添你福,1
愿皎月添你福,桂香增你喜,1
桂香增你喜,玉兔伴你乐,1
玉兔伴你乐,嫦娥共你舞,1
嫦娥共你舞,祝愿佳节快乐,1
祝愿佳节快乐,花好月圆合家欢,1
幽幽桂香,沁润心房,1
沁润心房,殷殷情意,1
殷殷情意,山高水长,1
山高水长,绵绵祝福,1
绵绵祝福,喜庆芬芳,1
喜庆芬芳,圆圆明月,1
圆圆明月,好运绽放,1
好运绽放,幸福相守,1
幸福相守,中秋吉祥,1
企业要想盈利,所以要开拓市场,1
所以要开拓市场,市场要有需求,1
市场要有需求,所以有了客户,1
所以有了客户,客户要常维护,1
客户要常维护,所以建立了感情,1
所以建立了感情,感情要不断牢固,1
感情要不断牢固,所以要有祝福,1
所以要有祝福,祝福不能太俗,1
祝福不能太俗,所以要有选择,1
所以要有选择,日期要显重要,1
日期要显重要,所以就在中秋,1
所以就在中秋,祝您家庭和美,1
祝您家庭和美,工作顺利,1
工作顺利,万事如意,1
客户就是上帝,上帝也有情义,1
上帝也有情义,情义印在心里,1
情义印在心里,心里时常惦记,1
心里时常惦记,中秋佳节将至,1
中秋佳节将至,祝节日快乐,1
祝节日快乐,合家团圆,1
声声祝福请微风替我传送,缕缕关怀托流水替我寄予,1
缕缕关怀托流水替我寄予,诚挚的心愿由圆月代我保管,1
诚挚的心愿由圆月代我保管,此时我再奉上一份甜美的月饼：亲爱的客户,1
此时我再奉上一份甜美的月饼：亲爱的客户,祝愿您中秋快乐,1
